Date,Close,High,Low,Open,Volume,Ticker
2020-01-02,153.04226684570312,153.14707784853206,150.8603108363314,151.28907783375524,22622100,MSFT
2020-01-03,151.13662719726562,152.40388225400224,150.60304918156822,150.85079221664952,21116200,MSFT
2020-01-06,151.52731323242188,151.59401776506908,149.12619721864283,149.6693128510685,20813700,MSFT
2020-01-07,150.14572143554688,152.13711630992105,149.89799290182077,151.8036372690105,21634100,MSFT
2020-01-08,152.53732299804688,153.21383324803998,150.498283797712,151.43204560824276,27746500,MSFT
2020-01-09,154.4429931640625,154.56686473961398,153.43300365579853,154.20478754272034,21385000,MSFT
2020-01-10,153.72830200195312,155.51961206114564,153.57584698863667,155.1384890667648,20725900,MSFT
2020-01-13,155.57675170898438,155.605335201593,153.65204748619385,154.12845841488107,21626500,MSFT
2020-01-14,154.48106384277344,155.88171360275174,154.09040326179172,155.68161454893516,23477400,MSFT
2020-01-15,155.48150634765625,156.20566046275715,154.9002988126162,154.94792828742086,21417900,MSFT
2020-01-16,158.3304443359375,158.39714886065596,156.2914056528102,156.59631569910385,23865400,MSFT
2020-01-17,159.21658325195312,159.56912278652388,157.62535750547391,159.5214787723871,34371700,MSFT
2020-01-21,158.6448974609375,160.25516931694727,158.57819292777114,158.81639847951428,29517200,MSFT
2020-01-22,157.88267517089844,159.5882354778145,157.86361465122948,159.50247040876243,24138800,MSFT
2020-01-23,158.85450744628906,158.93073496172778,157.47291825887828,158.34951287805555,19680800,MSFT
2020-01-24,157.25375366210938,159.62628593530488,156.69159211003426,159.60722542232784,24918100,MSFT
2020-01-27,154.62399291992188,155.67210320610195,152.64212090354462,153.5472991294745,32078100,MSFT
2020-01-28,157.65399169921875,157.939826771765,155.37674687480407,156.0532425983838,24899900,MSFT
2020-01-29,160.11219787597656,160.78870787363172,157.87307496374873,159.92163638924157,34754500,MSFT
2020-01-30,164.6285858154297,165.8386738396915,162.73246478047693,165.8386738396915,51597500,MSFT
2020-01-31,162.1988983154297,164.26652048063715,161.57956978010938,164.08549649844846,36142700,MSFT
2020-02-03,166.15310668945312,166.26744067815594,162.36086462316248,162.3894481203382,30107000,MSFT
2020-02-04,171.622314453125,172.11778602310363,167.9920645264514,168.78290862542698,36433300,MSFT
2020-02-05,171.41268920898438,175.5098271284707,169.99299359122742,175.34784911686342,39186300,MSFT
2020-02-06,174.9667205810547,175.14775909976768,171.5651388277485,172.4322103968945,27751400,MSFT
2020-02-07,175.2144775390625,176.87239343667386,173.87099471887296,174.22354882690465,33529100,MSFT
2020-02-10,179.79750061035156,179.9308951029475,174.60462384577608,174.91905683666133,35844300,MSFT
2020-02-11,175.738525390625,181.7031870097022,174.8428702142551,181.65554299286944,53159900,MSFT
2020-02-12,175.99578857421875,177.0820052612557,173.27071659952438,176.82473920569333,47062900,MSFT
2020-02-13,175.04299926757812,177.4441011071829,174.2426174487947,174.44271653821934,35295800,MSFT
2020-02-14,176.6056365966797,176.66280361411037,174.03300450097177,174.6047037531104,23149500,MSFT
2020-02-18,178.39691162109375,178.84473925632798,176.74853314567162,176.85334417815014,27792200,MSFT
2020-02-19,178.93190002441406,179.79177624695774,178.15800850840057,179.67712997158418,29997500,MSFT
2020-02-20,176.19943237304688,178.90328619149076,173.027429752833,178.61665584795566,36862400,MSFT
2020-02-21,170.62928771972656,175.32042633189093,169.3490221652734,175.0051344424587,48572600,MSFT
2020-02-24,163.2725067138672,166.76936419311608,155.95395089540565,160.29158667444042,68311100,MSFT
2020-02-25,160.57826232910156,167.04647809888743,160.17697106093158,166.43500677501711,68073300,MSFT
2020-02-26,162.5845947265625,165.53685310176527,160.7119707633476,162.1451075954214,56206100,MSFT
2020-02-27,151.1291046142578,159.58462086274108,150.93802254880737,156.0400026259598,93174900,MSFT
2020-02-28,154.78834533691406,156.41257893669868,145.2245496509673,145.61627726402705,97012700,MSFT
