Date,Close,High,Low,Open,Volume,Ticker
2020-01-02,208.6354217529297,208.6453617289096,205.14457806647022,205.62195489761453,12077100,META
2020-01-03,207.53147888183594,209.2520356218842,205.82086211783866,206.0794532505236,11188400,META
2020-01-06,211.44004821777344,211.6190588431424,205.39321922710818,205.5722298524771,17058900,META
2020-01-07,211.89752197265625,213.40923295741652,210.5946718851831,211.65884114779743,14912400,META
2020-01-08,214.0457305908203,215.06016957635293,211.4499705112899,211.83784200935605,13475000,META
2020-01-09,217.1089324951172,217.18849782674852,215.0999496041477,216.353069432387,12642800,META
2020-01-10,216.87022399902344,218.6803010443427,216.23371655819858,218.00400335222818,12119400,META
2020-01-13,220.69924926757812,220.7589194758653,218.01398366590146,218.40185519530436,14463400,META
2020-01-14,217.86477661132812,221.16666952696838,217.4371300336889,220.40086650186518,13288900,META
2020-01-15,219.94337463378906,220.4704816800814,218.93889077068272,219.40632761181521,10036500,META
2020-01-16,220.55999755859375,221.41530589094376,219.18752216643014,221.3556356870297,10015300,META
2020-01-17,220.92796325683594,221.07713875941224,219.32674710186816,220.81856282976852,15905900,META
2020-01-21,220.23179626464844,221.15671477639958,217.92444720970508,220.9478690626974,14275800,META
2020-01-22,220.11244201660156,221.53463237226592,220.07265176613686,221.0970306703587,12212800,META
2020-01-23,218.5609588623047,220.28153071098316,218.07364207064526,219.54556277235875,11195000,META
2020-01-24,216.7509002685547,220.56994520726215,214.93088310818575,219.59529643317794,11905800,META
2020-01-27,213.69764709472656,214.8811567868397,211.34058286203674,211.93731528386155,13810700,META
2020-01-28,216.60169982910156,217.546528633201,212.35500848824736,214.96070853609658,13413800,META
2020-01-29,222.01202392578125,222.97673269404922,217.2581054396217,220.23179707511665,33181300,META
2020-01-30,208.38677978515625,210.27640710347106,203.63286121121564,205.40314811905785,48775500,META
2020-01-31,200.80836486816406,207.55137137594045,199.96299647294293,207.29278024653664,31359900,META
2020-02-03,203.075927734375,204.02074143388248,201.39514606260624,202.33001978599498,15495600,META
2020-02-04,208.6851348876953,209.45093789041363,204.0803920717544,205.4926424975311,19628900,META
2020-02-05,208.96359252929688,211.56929235560844,207.57123731879457,211.350491511739,12538200,META
2020-02-06,209.69956970214844,210.03771095750588,208.19779882744356,209.3216381958464,10567500,META
2020-02-07,211.17149353027344,211.6588254708243,208.78457922972783,209.15257076668848,12242500,META
2020-02-10,211.89752197265625,212.6334899255541,209.51062267085427,210.3659310361815,11856400,META
2020-02-11,206.05953979492188,209.70951385172967,205.38324209520982,209.04317130271912,25030800,META
2020-02-12,209.6100616455078,210.0675585052732,206.268393618268,206.7159505024754,13813700,META
2020-02-13,211.97708129882812,213.16059094033199,208.03868086937734,208.37683732090363,15396600,META
2020-02-14,213.01138305664062,213.75729090403848,211.48973226199172,212.83237245752144,10741700,META
2020-02-18,216.6116485595703,216.79065916417696,212.23564661537156,212.38483729474493,15609200,META
2020-02-19,216.30335998535156,217.1288332499461,214.93088453632265,216.80063193928544,12135100,META
2020-02-20,213.4092254638672,217.57636670760826,211.78811409945766,215.33864299991737,13109200,META
2020-02-21,209.03321838378906,213.0710791482345,207.69059329626637,212.31521611251364,14092300,META
2020-02-24,199.6248321533203,202.53883819435336,197.08874243579442,200.69894127517364,23080100,META
2020-02-25,195.69639587402344,202.38967167587438,194.88086264001635,201.14649187442552,21433500,META
2020-02-26,196.12403869628906,200.11216913552204,194.4233772586822,196.11409872125975,16524500,META
2020-02-27,188.71469116210938,194.81124967743048,188.46605520537403,190.7734041681344,21682600,META
2020-02-28,191.41986083984375,191.68839193525,180.82797464105602,181.70316293171288,32568900,META
2020-03-02,195.36819458007812,195.4974901355964,187.81961046801368,192.9713402808214,24949000,META
2020-03-03,184.875732421875,196.16380977014495,182.96621029105623,195.14937092155802,27984100,META
2020-03-04,190.71371459960938,190.7833399502216,185.37301922248218,188.13784978657145,23062500,META
2020-03-05,184.15966796875,187.95883245232073,182.88665315789143,185.76088404459242,19333400,META
2020-03-06,180.10194396972656,182.77726938127833,175.29829530474356,177.35700837925125,24559600,META
2020-03-09,168.57521057128906,174.04520265472323,164.28872829399302,168.674671043021,29949000,META
2020-03-10,177.21775817871094,177.31720345116196,168.5751703223022,173.7169598320128,24517800,META
2020-03-11,169.31117248535156,174.92039992112245,166.7452471979034,173.06059236061884,20373900,META
2020-03-12,153.62716674804688,165.6909867005303,153.49787121071233,158.66949542217034,43266300,META
2020-03-13,169.35092163085938,169.85813351938708,156.74011318999635,162.6377507992697,35028600,META
2020-03-16,145.21334838867188,158.26177458733514,142.31923719275258,151.48893310246143,39120400,META
2020-03-17,148.60472106933594,153.1000629403872,139.23612103236505,149.91752606618257,34255600,META
2020-03-18,146.1581573486328,147.37148677186653,136.35195528801876,138.9874901764282,37553100,META
2020-03-19,152.29449462890625,159.05738022539944,144.00994308011485,145.82000487724827,39862300,META
2020-03-20,148.91305541992188,158.40101282120023,147.19249870448567,155.16874511316252,32568400,META
2020-03-23,147.2919464111328,151.47896741205886,141.47385897026155,148.84343234855598,29830800,META
2020-03-24,160.10166931152344,160.42987061249212,151.73756682675864,154.36316205897302,30440400,META
2020-03-25,155.3577117919922,162.10071832827293,152.22488935134336,158.0529173059896,35184300,META
2020-03-26,162.4487762451172,163.10517877744718,156.16326749082475,157.3865520825062,26556800,META
2020-03-27,155.9345245361328,159.21652229669496,153.90566174672315,157.33683501550112,24879900,META
2020-03-30,165.0445556640625,165.84019381191038,157.19760497167778,158.31148927334357,22515200,META
2020-03-31,165.88990783691406,169.99736338584512,163.30408790288334,164.57710274487366,23676300,META
2020-04-01,158.72918701171875,163.25434888936147,157.17768602950432,160.73815444060958,19507600,META
2020-04-02,157.32688903808594,160.46965114590483,155.069270321494,158.23192755482762,20886300,META
2020-04-03,153.33876037597656,157.04841978707194,150.00704765186555,156.29255676417222,25983300,META
2020-04-06,164.64674377441406,165.29319123171757,157.6451463011537,159.27619767125375,28453600,META
2020-04-07,167.90882873535156,172.44394595856716,165.1042079825276,170.85266983526557,31411900,META
2020-04-08,173.3291015625,174.04517435101553,166.82479143827453,170.31563490063664,21664200,META
2020-04-09,174.23414611816406,176.1138334589379,170.6339021007805,174.94026378014712,23534300,META
2020-04-13,173.83631896972656,174.04517986279745,168.52545826632738,172.72243467477597,19355400,META
2020-04-14,177.19786071777344,180.24116220936503,175.65631484753624,178.0034387390143,21011800,META
2020-04-15,176.00442504882812,177.2177697509109,171.8770741720207,174.2341382229437,17423000,META
2020-04-16,175.28836059570312,177.07854263263866,171.5687609842668,176.97908217343402,23593200,META
2020-04-17,178.26206970214844,179.29638877144487,175.6961443944934,178.22227944436574,20974800,META
2020-04-20,177.2675018310547,179.51516547575804,175.8055211530265,176.44202861195794,16110700,META
2020-04-21,169.8680877685547,174.42310029265857,167.42150329012352,174.2938047396764,24850500,META
2020-04-22,181.2854461669922,183.77180571522888,177.16803536213357,177.47634151802941,33242000,META
2020-04-23,184.11990356445312,186.02942589139258,182.15069586043964,183.0756295109068,21426600,META
2020-04-24,189.03297424316406,189.3711155411418,179.84338276060816,182.23028214996845,28792000,META
2020-04-27,186.47695922851562,192.69285786946614,186.38745393021404,191.6088087886125,29197800,META
2020-04-28,181.91201782226562,188.16769191258305,181.56392140727536,187.63064491502047,21731000,META
2020-04-29,193.13047790527344,195.83563846479208,188.9633366325026,189.88825515386793,45954500,META
2020-04-30,203.5930938720703,208.54591837691504,200.4702265498661,205.79102745134617,46230100,META
2020-05-01,201.16639709472656,206.14905652576596,197.96396455145666,200.50005450877774,30415600,META
2020-05-04,204.14007568359375,204.78653832465227,197.67554032622206,199.10768597194087,19250700,META
2020-05-05,205.94020080566406,209.2321384971316,205.37330353103118,205.89047057841884,21071200,META
2020-05-06,207.3325653076172,210.44549252965834,205.53244330048736,206.98446887700223,21857000,META
2020-05-07,210.10731506347656,210.44547148459918,207.89942664140014,210.00786979005665,15152000,META
2020-05-08,211.19137573242188,212.0466839820592,209.69956007669637,211.08197531064732,12506000,META
2020-05-11,212.01686096191406,213.82693814113327,209.22219503569005,209.73936211197204,12911900,META
2020-05-12,208.9536895751953,214.105419942322,208.85422911016641,212.12627202232306,14704600,META
2020-05-13,203.98095703125,209.62995901787886,201.00726534975644,208.2873187019436,20684600,META
2020-05-14,205.68161010742188,205.80095051262236,199.5950066336413,201.45479876717766,17178900,META
2020-05-15,209.72943115234375,210.18691286694295,203.00630439826062,204.150039035831,19383200,META
2020-05-18,212.0268096923828,213.4688952661844,209.7890859889039,210.9924755711418,20151900,META
2020-05-19,215.69668579101562,219.2869898754199,211.6687799627228,212.1063817066114,31843200,META
2020-05-20,228.7152557373047,230.07777598743803,221.97224949094957,222.2805556635606,50162900,META
2020-05-21,230.12750244140625,235.9057998219181,229.93853668050937,233.43933530595228,47782600,META
2020-05-22,233.6282958984375,234.70240506119345,227.49196225816996,230.2468377544575,33925600,META
2020-05-26,230.93309020996094,239.5856190923047,230.40598315776828,238.46179480629883,33178300,META
2020-05-27,227.88978576660156,229.30203626573694,219.9234946912034,227.82017558575745,34697600,META
2020-05-28,224.2298583984375,230.3661920032574,222.77781773063654,223.07618391448983,29377200,META
2020-05-29,223.86187744140625,226.2487918494973,221.6639439734053,223.9712778748046,23241500,META
2020-06-01,230.64468383789062,231.1717909007817,222.28056583913073,223.36461506843236,18223800,META
2020-06-02,231.45025634765625,231.72872742408012,225.32386231526021,229.67996942944646,20919000,META
2020-06-03,228.90423583984375,231.3806405269285,227.2831243687857,230.84359347898726,15380300,META
2020-06-04,225.05531311035156,230.366188613291,223.38448678621546,228.30747563297948,17041500,META
2020-06-05,229.51089477539062,230.08773204519264,224.08067852900282,225.47304906231173,16750400,META
2020-06-08,230.13743591308594,230.28662659272598,226.16921574853362,227.78037189501143,15466500,META
2020-06-09,237.3677978515625,238.46180224431384,229.1528704564327,230.25681482528688,27462900,META
2020-06-10,235.4383544921875,239.8939217365767,233.99626898686884,239.6452857813309,20720700,META
2020-06-11,223.20547485351562,231.6193227234863,222.33028656181494,228.68542132377434,26708200,META
2020-06-12,227.33282470703125,230.39602144667433,223.27508416265476,228.64561463800163,22091400,META
2020-06-15,231.2314453125,232.49452025217394,223.5734606963973,223.86187173589582,15340300,META
2020-06-16,234.3642578125,237.15893884558685,231.72872261689955,235.84613364779216,15236700,META
2020-06-17,234.2449188232422,236.29367678778937,230.46564904444352,233.71781178092803,19578100,META
2020-06-18,234.65267944335938,234.85158517913928,230.8833497367531,233.70786581675358,15782500,META
2020-06-19,237.48712158203125,239.51599955413167,234.26480918892523,236.49257772232494,30081300,META
2020-06-22,237.91477966308594,239.3867003035967,235.6173858106879,237.25837708367658,18917800,META
2020-06-23,240.91831970214844,243.8522211708595,238.5513003649305,239.96355088129738,24017900,META
2020-06-24,232.74317932128906,241.89298062198077,231.41047889549333,239.883997594753,20834900,META
2020-06-25,234.3940887451172,236.005260111526,231.47014255533657,233.33987468563006,18704300,META
2020-06-26,214.9010467529297,231.81823295157986,214.22474901273569,231.37069123372817,76343900,META
2020-06-29,219.43618774414062,219.54558819125742,205.98000862646123,208.60560418172705,58514300,META
2020-06-30,225.83108520507812,226.2587317874965,217.27800180135867,219.38642996228407,33927100,META
2020-07-01,236.25389099121094,237.69597651656014,226.31839261839323,227.25326625118825,43399700,META
2020-07-02,232.14642333984375,238.69052368527932,231.3408452504915,237.69597983659065,30633600,META
2020-07-06,238.96902465820312,239.08836507881128,231.00273289633935,232.48459370401272,26206200,META
2020-07-07,239.5458221435547,246.2987679209948,237.5169594529639,238.10373665741278,27887800,META
2020-07-08,242.25099182128906,245.64238997815906,235.2991248747992,236.81083576981618,29791300,META
2020-07-09,243.16598510742188,245.18490802330976,237.93468962310945,243.66325706060678,22174900,META
2020-07-10,243.73287963867188,244.1505862535192,238.01425224226315,242.36040420736242,22982700,META
2020-07-13,237.6959686279297,248.78512594768014,237.11913140182713,245.66225901707935,24674900,META
2020-07-14,238.42201232910156,239.01874475791502,230.7640270955209,235.46821563999336,23378100,META
2020-07-15,238.96902465820312,243.4842627946758,236.75119584719397,240.23209975327381,19133600,META
2020-07-16,239.61546325683594,240.4409365449202,235.0405702557822,236.7014568081194,18880700,META
2020-07-17,240.70945739746094,242.82784074738308,236.5622111814638,239.68507840091067,18152400,META
2020-07-20,244.08096313476562,244.7075306505498,234.3543249662479,238.75020720151468,20872200,META
2020-07-21,240.43096923828125,245.5628190076878,238.77008287474172,244.8765813416523,19364200,META
2020-07-22,238.5612335205078,240.58015636493275,236.82078174596666,238.9491050232413,15427900,META
2020-07-23,231.33091735839844,241.09733057137603,230.4855489726427,238.32255976583426,21771800,META
2020-07-24,229.45123291015625,232.2160637750329,225.66200785310787,228.93406582610044,18325800,META
2020-07-27,232.2259979248047,233.66808352777457,229.5705675640307,230.19713506984925,13163100,META
2020-07-28,228.8644256591797,233.6780294213985,228.57601462022583,233.349828130188,14170100,META
2020-07-29,232.01710510253906,232.4248716827686,229.05336897231626,229.878842107098,13588300,META
2020-07-30,233.22055053710938,233.6084220610452,227.75055894668677,228.96390374987794,20615300,META
2020-07-31,252.2859344482422,254.45404791395586,247.64141652957497,254.42421281275412,53005100,META
2020-08-03,250.5852813720703,254.00649955393584,248.9641699999736,251.27150389823336,23124900,META
2020-08-04,248.46690368652344,251.42070027558296,246.0799892276533,250.18746037972326,17183500,META
2020-08-05,247.76075744628906,250.89357965875806,246.4181323628321,248.82492664313256,13050100,META
2020-08-06,263.83258056640625,265.1453856791842,247.31320728382224,247.68118363716113,45241600,META
2020-08-07,266.975341796875,277.36833671335603,261.9926676148653,262.63911501876026,72766400,META
2020-08-10,261.5650329589844,272.36576461835904,258.2730952384226,266.57754246912145,30248800,META
2020-08-11,254.73252868652344,264.4691217641351,253.7379848071249,258.77037440879593,28238300,META
2020-08-12,258.4720153808594,262.4601155750133,256.70169819332665,257.55702168567785,21415700,META
2020-08-13,259.874267578125,263.7132222038238,258.15372632958474,260.1229035135618,17374000,META
2020-08-14,259.8146057128906,261.21691607584853,257.26857608046237,260.87877483493963,14792700,META
2020-08-17,259.735107421875,262.6590691282288,257.98470031845955,261.06779270249416,13351100,META
2020-08-18,260.9085998535156,263.70326532137744,257.84541850353025,259.5261998441247,18690400,META
2020-08-19,261.1572570800781,266.4482374670504,259.92403246020814,259.96382271115937,23291500,META
2020-08-20,267.542236328125,268.1588486255982,260.0334124561736,260.0732027063206,20299700,META
2020-08-21,265.55322265625,269.01421660575977,264.96644529528226,267.22404941470825,15538600,META
2020-08-24,269.9093017578125,275.7373148355971,267.3035710695142,269.5910404041324,23685600,META
2020-08-25,279.287841796875,281.54544565698416,268.78546001994255,270.92372346116633,42127200,META
2020-08-26,302.2518310546875,303.007694107932,282.45045896866435,282.45045896866435,69015200,META
2020-08-27,291.62017822265625,299.5864849742158,290.4267133422697,298.5223156634962,30301300,META
2020-08-28,292.0577392578125,295.6082679482802,289.3923691278823,293.39042432277756,17157400,META
2020-08-31,291.6002502441406,295.2601640929733,289.95922871611344,292.34615808376475,17345100,META
2020-09-01,293.82806396484375,299.84504265943167,291.11294808315256,293.102035962497,17295900,META
2020-09-02,300.8494873046875,301.9434915105543,291.45103663523827,297.2492437507988,24341400,META
2020-09-03,289.5315856933594,295.97624043247043,282.08246235673175,294.37500913471604,32294100,META
2020-09-04,281.1874084472656,287.42318778882435,269.6606482607697,285.6827359596533,30333700,META
2020-09-08,269.6805419921875,277.77611398868805,267.9500452259606,269.7998824104,24864000,META
2020-09-09,272.2265319824219,276.9605702146289,269.8694680167272,274.265334645718,22918800,META
2020-09-10,266.62725830078125,277.63686605394025,265.57304424313634,274.0067870553653,24814700,META
2020-09-11,265.1553039550781,269.90925238448807,261.2069942655825,268.58649215381655,18913900,META
2020-09-14,264.6978454589844,275.13063131485023,264.2503189272326,269.4716742551616,24093800,META
2020-09-15,270.93365478515625,273.0221726341159,267.8306524116736,269.1932030103097,18478500,META
2020-09-16,262.0821838378906,270.9535283144671,260.36164240593354,265.831633568667,29183400,META
2020-09-17,253.42967224121094,260.07321790378904,248.82492933955396,256.8707854788468,31281400,META
2020-09-18,251.15219116210938,257.7858128924141,248.6857263299907,256.99015949426376,28130800,META
2020-09-21,246.79605102539062,248.5862329957065,242.79799566314253,246.18937866810398,24709400,META
2020-09-22,253.3600616455078,253.92695895974708,246.86569111256276,251.9279159837831,30293100,META
2020-09-23,247.6613311767578,256.5823761765556,246.796067647101,253.86727552444327,19641300,META
2020-09-24,248.1685333251953,250.86375391899932,244.27986310971525,245.15506658086082,20006800,META
2020-09-25,253.42967224121094,254.35459074146863,245.26446052003635,248.0392311963443,18351300,META
2020-09-28,255.4187774658203,258.1836083563828,253.4296896207805,257.9846874314501,18826300,META
2020-09-29,260.3616027832031,261.8931782229179,255.4982695392147,256.4033079450816,20200200,META
2020-09-30,260.47100830078125,264.628193991213,258.68084164828036,260.55058879928686,20142500,META
2020-10-01,265.1752624511719,266.8659689823481,263.35522999719984,263.90224738902083,20009800,META
2020-10-02,258.521728515625,263.7032934300981,257.76586548395323,259.7847882675934,16367600,META
2020-10-05,263.20599365234375,263.42479448829823,259.41678444641076,260.76937970987456,12822300,META
2020-10-06,257.24871826171875,264.2403603778226,256.83099648638574,260.35169024623855,18696900,META
2020-10-07,256.7116394042969,258.760397193074,253.4296570225656,257.79568849827564,23133400,META
2020-10-08,262.32086181640625,263.17615484877996,257.7359994756183,258.3327317790072,16312800,META
2020-10-09,263.0071105957031,263.3054615845506,260.73955202726125,263.0767055923895,14107800,META
2020-10-12,274.2454833984375,278.65130563894945,266.4084725252953,268.72577683401994,31019300,META
