timestamp,Open,High,Low,Close,Volume,Ticker
2024-07-10,0.4357682635821839,0.4357682635821839,0.4357682635821839,0.4357682635821839,1021161739.4919188,XRP
2024-07-11,0.43888320261057695,0.43888320261057695,0.43888320261057695,0.43888320261057695,1023616778.8551557,XRP
2024-07-12,0.4493147618408148,0.4493147618408148,0.4493147618408148,0.4493147618408148,1200462273.2058198,XRP
2024-07-13,0.47500366588264975,0.47500366588264975,0.47500366588264975,0.47500366588264975,1708143214.6643667,XRP
2024-07-14,0.526839519388817,0.526839519388817,0.526839519388817,0.526839519388817,2976186078.858061,XRP
2024-07-15,0.5234292029632325,0.5234292029632325,0.5234292029632325,0.5234292029632325,1532407022.6960382,XRP
2024-07-16,0.5376616453581448,0.5376616453581448,0.5376616453581448,0.5376616453581448,1792386347.1365612,XRP
2024-07-17,0.5787634815013228,0.5787634815013228,0.5787634815013228,0.5787634815013228,3365824592.3680096,XRP
2024-07-18,0.6273851564998204,0.6273851564998204,0.6273851564998204,0.6273851564998204,4234665637.2730927,XRP
2024-07-19,0.5692287514689783,0.5692287514689783,0.5692287514689783,0.5692287514689783,2788220012.7058287,XRP
2024-07-20,0.5741558232605724,0.5741558232605724,0.5741558232605724,0.5741558232605724,2308007332.073333,XRP
2024-07-21,0.595029933937848,0.595029933937848,0.595029933937848,0.595029933937848,1439012022.3069396,XRP
2024-07-22,0.5980160389473247,0.5980160389473247,0.5980160389473247,0.5980160389473247,1647735329.5763204,XRP
2024-07-23,0.6074321975785351,0.6074321975785351,0.6074321975785351,0.6074321975785351,2296442499.7947035,XRP
2024-07-24,0.5981912825646556,0.5981912825646556,0.5981912825646556,0.5981912825646556,1651790888.6761835,XRP
2024-07-25,0.6185453553161305,0.6185453553161305,0.6185453553161305,0.6185453553161305,2087303622.9724011,XRP
2024-07-26,0.5997679317152131,0.5997679317152131,0.5997679317152131,0.5997679317152131,2413626637.836705,XRP
2024-07-27,0.6038043973469951,0.6038043973469951,0.6038043973469951,0.6038043973469951,1478705555.166696,XRP
2024-07-28,0.5977718576875165,0.5977718576875165,0.5977718576875165,0.5977718576875165,1128339419.425111,XRP
2024-07-29,0.6021780816719867,0.6021780816719867,0.6021780816719867,0.6021780816719867,919421006.0982493,XRP
2024-07-30,0.6013541874571906,0.6013541874571906,0.6013541874571906,0.6013541874571906,1215789202.844237,XRP
2024-07-31,0.627331702923322,0.627331702923322,0.627331702923322,0.627331702923322,2180451702.8585267,XRP
